Coin^^uri,nmo:hasFindspot^^uri,nmo:hasMaterial^^uri,nmo:hasMint^^uri,nmo:hasDenomination^^uri,nmo:hasStartDate^^xsd:gYear,nmo:hasEndDate^^xsd:gYear,nmo:hasMintMark,nmo:hasCountermark,nmo:hasWeight,nmo:hasMinDiameter,nmo:hasMaxDiameter,nmo:hasDie^^id**1,1__nmo:hasAxis,nmo:hasObverse^^id**2,nmo:hasReverse^^id**3,2__nmo:hasContext,3__nmo:hasContext,2__nmo:hasWear,3__nmo:hasWear,2__nmo:hasCorrosion,3__nmo:hasCorrosion,2__nmo:hasLegend,3__nmo:hasLegend
afe:4994,gaz:2045009,nm:ar,nm:rome,nm:denarius,190,190,,,2.87,,,,,,,,,,,,,,
afe:4995,gaz:2045009,nm:ar,nm:rome,nm:denarius,192,192,,,2.96,,,,,,,,,,,,,,
afe:4996,gaz:2045009,nm:ar,nm:rome,nm:denarius,191,192,,,2.41,,,,,,,,,,,,,,
afe:4997,gaz:2045009,nm:ar,nm:rome,nm:denarius,178,188,,,3.19,,,,,,,,,,,,,,
afe:4998,gaz:2045009,nm:ar,nm:rome,nm:denarius,178,188,,,1.91,,,,,,,,,,,,,,
afe:4999,gaz:2045009,nm:ar,nm:rome,nm:denarius,193,193,,,2.73,,,,,,,,,,,,,,
afe:5001,,nm:ar,nm:rome,nm:denarius,77,78,,,2.52,,,,,,,,,,,,,,
afe:5002,,nm:ar,nm:rome,nm:denarius,81,96,,,2.53,,,,,,,,,,,,,"FMRD: '(Schrift l. beginnen, einwärts) DOMITIANVS CAESAR (AVG F?)'",
afe:5003,,nm:ar,nm:rome,nm:denarius,148,149,,,,,,,,,,,,,,,,,
afe:5004,,nm:ae,nm:rome,nm:sestertius,161,180,,,16.17,,,,,,,,,,,,,,
afe:5005,,nm:ae,nm:rome,nm:sestertius,161,162,,,20.16,,,,,,,,,,,,,,
afe:5006,,nm:ar,nm:rome,nm:denarius,163,164,,,,,,,,,,,,,,,,,
afe:5007,,nm:ar,nm:rome,nm:denarius,185,185,,,,,,,,,,,,,,,,,
afe:5008,,nm:ae,nm:lugdunum,nm:as,-10,-6,,,6.78,,,,,,,,,,,,,,
afe:5009,,nm:ae,,nm:sestertius,68,69,,,13.8,,,,,,,,,,,,,,
afe:5010,,nm:ar,nm:rome,nm:denarius,72,73,,,2.98,,,,,,,,,,,,,,
afe:5011,,nm:ar,nm:rome,nm:denarius,76,76,,,2.43,,,,,,,,,,,,,,
afe:5012,,nm:ar,nm:rome,nm:denarius,86,87,,,2.56,,,,,,,,,,,,,,
afe:5013,,nm:ar,nm:rome,nm:denarius,119,122,,,1.91,,,,,,,,,,,,,,
afe:5014,,nm:ae,nm:rome,nm:sestertius,117,138,,,23.24,,,,,,,,,,,,,,
afe:5015,,nm:ar,nm:rome,nm:denarius,141,161,,,2.58,,,,,,,,,,,,,,
afe:5016,,nm:ar,nm:rome,nm:denarius,141,161,,,3.21,,,,,,,,,,,,,,
afe:5017,,nm:ar,nm:rome,nm:denarius,141,161,,,1.25,,,,,,,,,,,,,,
afe:5018,,nm:ar,nm:rome,nm:denarius,162,163,,,3.19,,,,,,,,,,,,,,
afe:5019,,nm:ar,nm:rome,nm:denarius,169,170,,,2.46,,,,,,,,,,,,,,
afe:5020,,nm:ar,nm:rome,nm:denarius,172,173,,,3.21,,,,,,,,,,,,,,
afe:5021,,nm:ae,nm:rome,nm:sestertius,172,174,,,27.75,,,,,,,,,,,,,,
afe:5022,,nm:ae,nm:rome,nm:sestertius,173,174,,,20.22,,,,,,,,,,,,,,
afe:5023,,nm:ae,nm:rome,nm:sestertius,165,180,,,7.87,,,,,,,,,,,,,,
afe:5024,,nm:ar,nm:rome,nm:denarius,176,177,,,2.68,,,,,,,,,,,,,,
afe:5025,,nm:ar,nm:rome,nm:denarius,176,180,,,2.83,,,,,,,,,,,,,,
afe:5026,,nm:ar,nm:rome,nm:denarius,161,162,,,3.18,,,,,,,,,,,,,,
afe:5027,,nm:ae,nm:rome,nm:dupondius,168,169,,,11.54,,,,,,,,,,,,,,
afe:5028,,nm:ar,nm:rome,nm:denarius,180,180,,,2.69,,,,,,,,,,,,,,
afe:5029,,nm:ar,nm:rome,nm:denarius,183,183,,,2.68,,,,,,,,,,,,,,
afe:5030,,nm:ar,nm:rome,nm:denarius,187,188,,,2.57,,,,,,,,,,,,,,
afe:5031,,nm:ar,nm:rome,nm:denarius,190,191,,,2.23,,,,,,,,,,,,,,
afe:5032,,nm:ar,nm:rome,nm:denarius,190,191,,,2.61,,,,,,,,,,,,,,
afe:5033,,nm:ae,nm:rome,nm:sestertius,183,184,,,24.18,,,,,,,,,,,,,,
afe:5034,,nm:ar,nm:rome,nm:denarius,197,197,,,2.85,,,,,,,,,,,,,,
afe:5035,,nm:ae,nm:rome,nm:sestertius,193,193,,,17.46,,,,,,,,,,,,,,
afe:5036,,nm:ar,nm:rome,nm:denarius,218,222,,,2.02,,,,,,,,,,,,,,
afe:5037,,nm:ar,nm:rome,nm:denarius,218,222,,,3.08,,,,,,,,,,,,,,
afe:5038,,nm:ae,nm:rome,nm:as,218,222,,,9.47,,,,,,,,,,,,,,
afe:5039,,nm:ar,nm:rome,nm:denarius,222,228,,,3.41,,,,,,,,,,,,,,
afe:5040,,nm:ar,nm:antiocheia_syria,nm:denarius,222,235,,,2.69,,,,,,,,,,,,,,
afe:5041,,nm:ar,nm:rome,nm:denarius,222,235,,,2.69,,,,,,,,,,,,,,
afe:5042,,nm:ae,nm:rome,nm:sestertius,222,235,,,20.41,,,,,,,,,,,,,,
afe:5043,,nm:ae,nm:rome,nm:sestertius,235,236,,,21.11,,,,,,,,,,,,,,
afe:5044,,nm:ar,nm:rome,nm:antoninianus,241,243,,,1.77,,,,,,,,,,,,,,
afe:5045,,nm:ar,nm:rome,nm:antoninianus,268,270,,,2.26,,,,,,,,,,,,,,
afe:5046,,nm:ar,nm:lugdunum,nm:antoninianus,259,268,,,3.18,,,,,,,,,,,,,,
afe:5047,,nm:ar,nm:lugdunum,nm:antoninianus,259,268,,,3.11,,,,,,,,,,,,,,
afe:5048,,nm:ar,nm:colonia_claudia_ara_agrippinensium,nm:antoninianus,268,270,-/-//V *,,2.56,,,,,,,,,,,,,,
afe:5049,,nm:ar,,nm:antoninianus,270,274,,,3.09,,,,,,,,,,,,,,
afe:5050,,nm:ar,,nm:antoninianus,270,274,,,2.06,,,,,,,,,,,,,,
afe:5051,,nm:ar,,nm:antoninianus,270,274,,,2.68,,,,,,,,,,,,,,
afe:5052,,nm:ar,nm:ticinum,nm:antoninianus,276,283,-/-//QXXT,,3.34,,,,,,,,,,,,,,
afe:5053,,nm:ar,nm:lugdunum,nm:antoninianus,282,283,-/-//B,,3.08,,,,,,,,,,,,,,
afe:5054,,nm:ae,nm:rome,nm:sestertius,1,200,,,5.45,,,,,,,,,,,,,,
afe:5055,,nm:ae,nm:rome,nm:as,100,200,,,5.98,,,,,,,,,,,,,,
afe:5056,,nm:ae,,,,,,,5.98,,,,,,,,,,,,,,
afe:5057,,nm:ar,,nm:antoninianus,201,300,,,1.07,,,,,,,,,,,,,,
afe:5081,,nm:av,nm:treveri,nm:solidus,351,353,-/-//TR,,,,,,,,,,,,,,,,
afe:5271,,nm:av,nm:treveri,nm:solidus,337,340,-/-//TR,,4346.0,20.5,20.5,1,6.0,,,,,,,,,,
afe:5273,,nm:av,nm:siscia,nm:solidus,337,340,-/-//SIS*,,4413.0,21.12,21.12,1,12.0,,,,,,,,,,
afe:5347,,nm:ae,nm:rome,nm:sestertius,64,68,,,,,,,,,,,,,,,,,
afe:5348,,nm:ae,nm:rome,nm:sestertius,145,161,,,,,,,,,,,,,,,,,
afe:5349,,nm:ae,nm:rome,nm:as,90,91,,,,,,,,,,,,4.0,4.0,4.0,4.0,,
afe:5350,,nm:ae,nm:rome,nm:as,22,30,,,,,,,,,,,,,,,,,
afe:5351,,nm:ae,nm:rome,nm:sestertius,80,81,,,,,,,,,,,,,,,,,
afe:5352,,nm:ae,nm:rome,nm:sestertius,90,91,,,,,,,,,,,,,,,,,
afe:5353,,nm:ae,nm:rome,nm:sestertius,103,111,,,,,,,,,,,,,,,,,
afe:5354,,nm:ae,nm:rome,nm:sestertius,118,121,,,,,,,,1,1,"IMP CAESAR TRAIANVS HADRIANVS AVG
",PONT MAX...,,,,,,
afe:5355,,nm:ae,nm:rome,nm:sestertius,138,180,,,,,,,,,,,,,,,,,
afe:5356,,nm:ae,nm:rome,nm:sestertius,172,192,,,,,,,,,,,,,,,,,
afe:5357,,nm:ar,nm:alexandreia_egypt,nm:tetradrachm,279,280,,,,,,,,,,,,,,,,,
afe:5358,,nm:ar,nm:rome,nm:denarius,70,71,,,,,,,,,,,,,,,,,
afe:5359,,nm:ar,nm:rome,nm:denarius,161,180,,,,,,,,,,,,,,,,,
afe:5360,,nm:ar,nm:rome,nm:denarius,181,182,,,,,,,,,,,,,,,,,
afe:5361,,nm:ae,,nm:semis,-211,-27,,,26.14,,28.0,,,,,,,,,,,,
afe:5362,,nm:ar,,nm:denarius,138,161,,,,,,,,,,,,,,,,,
afe:5363,gaz:2050030,nm:ar,nm:rome,nm:denarius,165,166,,,,,,,,,,,,,,,,,
afe:5364,,nm:ae,nm:constantinople,,395,408,-/-//CONSA,,,,,,,,,,,,,,,,
afe:5365,,nm:ar,,nm:denarius,138,161,,,,,,,,,,,,,,,,,
afe:5366,,nm:ar,,nm:denarius,145,180,,,,,,,,,,,,,,,,,
afe:5367,,nm:ar,,nm:denarius,196,217,,,,,,,,,,,,,,,,,
afe:5368,,nm:ar,nm:rome,nm:denarius,-145,-138,,,,,,,,,,,,,,,,,
afe:5369,,nm:av,,nm:aureus,276,282,,,5.71,23.0,23.0,1,12.0,,,,,,,,,,
afe:5370,,nm:ar,nm:rome,nm:denarius,161,180,,,,,,,,,,,,,,,,,
afe:5371,,nm:av,nm:rome,nm:aureus,117,117,,,,,,,,,,,,,,,,,
afe:5372,,nm:ar,nm:rome,nm:denarius,134,138,,,,,,,,,,,,,,,,,
afe:5373,gaz:2049603,nm:ae,,,172,192,,,,,,,,,,,,,,,,,
afe:5374,gaz:2049603,nm:ae,,,,,,,,,,,,,,,,,,,,,
afe:5375,,nm:ar,nm:rome,nm:denarius,112,114,,,1.52,,,,,,,,,,,,,,
afe:5376,gaz:2049608,nm:ae,nm:rome,nm:sestertius,157,158,,,22.7,,,,,,,,,,,,,,
afe:5377,,nm:ar,,nm:denarius,138,161,,,,,,,,,,,,,,,,,
afe:5378,,nm:ar,,nm:denarius,161,180,,,,,,,,,,,,,,,,,
afe:5379,,nm:ae,nm:siscia,,367,375,(* on D)/S//DeltaSISC,,,,,,,,,,,,,,,,
afe:5380,gaz:2050220,nm:ar,nm:rome,nm:denarius,76,76,,,,,,,,,,,,,,,,,
afe:5381,gaz:2050220,nm:ae,nm:rome,nm:dupondius,90,90,,,,,,,,,,,,,,,,,
afe:5382,gaz:2050220,nm:ae,nm:rome,,241,243,,,,,,,,,,,,,,,,,
afe:5383,gaz:2050220,nm:ae,nm:thessalonica,,384,388,-/A//TES,,,,,,,,,,,,,,,,
afe:5384,,nm:ar,nm:rome,nm:denarius,215,215,,,,,,,,1,1,"Kopf m. L. n. re.| ANTONINVS PIVS AVG GERM
",Fides n. l. zwischen zwei Feldzeichen| P M TR P XVIII COS IIII P P,,,,,,
afe:5385,gaz:2050078,nm:av,nm:rome,nm:aureus,200,202,,,,,,,,,,,,,,,,,
afe:5386,,nm:ar,nm:rome,nm:denarius,161,161,,,2.82,,,,,,,,,2.0,2.0,2.0,2.0,,
afe:5387,,nm:ar,nm:rome,nm:denarius,161,176,,,,,,,,,,,,,,,,,
afe:5388,,nm:av,nm:rome,nm:aureus,260,268,,,6.2,,,,,,,,,,,,,,
afe:5389,,nm:ae,nm:rome,nm:sestertius,141,160,,,25.14,,,,,,,,,2.0,1.0,2.0,2.0,,
afe:5390,gaz:2049906,nm:ae,nm:rome,nm:as,82,82,,,,,,,,,,,,,,,,,
afe:5391,gaz:2049906,nm:ae,nm:rome,nm:sestertius,161,162,,,,,,,,,,,,,,,,,
afe:5392,gaz:2049906,nm:ar,nm:rome,nm:antoninianus,270,274,,,1.27,,,,,,,,,1.0,3.0,1.0,2.0,,
afe:5393,gaz:2049906,nm:ar,nm:rome,nm:antoninianus,270,274,,,,,,,,,,,,,,,,,
afe:5394,gaz:2049906,nm:ar,nm:rome,nm:antoninianus,270,274,*/-//-,,1.49,,,,,,,,,2.0,2.0,2.0,2.0,,
afe:5395,gaz:2049906,nm:ae,nm:londinium,nm:follis,310,310,T/F//PLN,,3.9,,,,,,,,,1.0,1.0,1.0,1.0,,
afe:5396,gaz:2049906,nm:ae,nm:siscia,nm:follis,320,320,S/F//GammaSIS*,,3.02,,,,,,,,,1.0,1.0,1.0,1.0,,
afe:5397,gaz:2049906,nm:ae,,nm:follis,321,324,,,,,,,,,,,,,,,,,
afe:5398,gaz:2049906,nm:ae,nm:treveri,nm:follis,337,341,-/-//TRPZweig,,1.39,,,,,,,,,2.0,3.0,2.0,2.0,,
afe:5399,gaz:2049906,nm:ae,,nm:follis,337,341,,,,,,,,,,,,,,,,,
afe:5400,gaz:2049906,nm:ae,,,383,407,,,,,,,,,,,,,,,,,
afe:5401,gaz:2049906,,,,,,,,,,,,,,,,,,,,,,
afe:5402,gaz:2049928,nm:ar,nm:rome,nm:antoninianus,240,240,,,4.25,,,,,,,,,1.0,1.0,1.0,1.0,,
afe:5403,,nm:ae,nm:rome,nm:sestertius,157,158,,,19.64,,,,,,,,,2.0,2.0,3.0,2.0,,
afe:5404,gaz:2049900,nm:ae,nm:rome,nm:sestertius,226,226,,,,,,,,,,,,,,,,,
afe:5405,gaz:2048880,nm:ae,nm:rome,nm:as,22,30,,,,,,,,,,,,,,,,,
afe:5406,gaz:2050006,nm:ae,nm:rome,nm:quadrans,121,122,,,,,,,,,,,,,,,,,
afe:5407,gaz:2049929,nm:ar,nm:rome,nm:denarius,-82,-80,,,3.48,,,,,,,,,1.0,1.0,1.0,1.0,,
afe:5408,,nm:ae,nm:rome,nm:dupondius,176,177,,,,,,,,,,,,,,,,,
afe:5409,,nm:ae,nm:rome,nm:as,235,236,,,8.36,,,,,,,,,1.0,1.0,1.0,2.0,,
afe:5410,,nm:ar,nm:rome,nm:denarius,186,187,,,,,,,,,,,,,,,,,
afe:5411,,nm:ar,nm:rome,nm:denarius,79,79,,,,,,,,,,,,,,,,,
afe:5412,gaz:2049645,nm:ae,nm:rome,nm:dupondius,98,99,,,14.4,,,,,,,,,1.0,1.0,1.0,2.0,,
afe:5413,gaz:2049645,nm:ar,nm:lugdunum,nm:double-sestertius,259,260,,,,,,,,,,,,,,,,,
afe:5414,gaz:2049645,nm:ar,nm:lugdunum,nm:double-sestertius,259,260,,,,,,,,,,,,,,,,,
afe:5415,gaz:2049740,nm:ae,,,238,244,,,,,,,,,,,,,,,,,
afe:5416,gaz:2049594,nm:ae,nm:rome,nm:sestertius,125,128,,,,,,,,,,,,,,,,,
afe:5417,gaz:2049594,nm:ae,nm:rome,nm:sestertius,230,230,,,,,,,,,,,,,,,,,
afe:5418,gaz:2049594,nm:ae,nm:rome,nm:sestertius,251,253,,,,,,,,,,,,,,,,,
afe:5419,gaz:2049594,nm:ae,nm:siscia,nm:follis,315,316,?/-//•SIS•,,,,,,,,,,,,,,,,
afe:5420,,nm:ar,,nm:denarius,164,169,,,,,,,,,,,,,,,,,
afe:5421,gaz:2049750,nm:ae,,nm:sestertius,117,138,,,,,,,,,,,,,,,,,
afe:5422,,nm:ar,nm:rome,nm:denarius,65,66,,,,,,,,,,,,,,,,,
afe:5423,,nm:ar,nm:rome,nm:antoninianus,238,238,,,4.81,,,,,,,,,1.0,2.0,1.0,1.0,,
afe:5424,,nm:ae,nm:ticinum,nm:follis,320,321,-/-//ST,,2.83,,,,,,,,,1.0,1.0,1.0,1.0,,
afe:5425,,nm:ar,nm:rome,nm:denarius,98,99,,,3.05,,,,,,,,,1.0,1.0,1.0,1.0,,
afe:5426,,,,,,,,,,,,,,,,,,,,,,,
afe:5427,,nm:ar,nm:rome,nm:denarius,193,194,,,,,,,,,,,,,,,,,
afe:5428,,nm:ar,,nm:denarius,172,192,,,,,,,,,,,,,,,,,
afe:5429,,nm:ar,nm:rome,nm:denarius,119,122,,,2.42,,,,,,,,,1.0,1.0,1.0,1.0,,
afe:5430,gaz:2049721,nm:ae,,nm:follis,305,313,,,,,,,,,,,,,,,,,
afe:5431,,nm:ae,nm:aquileia,,364,367,-/Kranz//SMAQS,,2.21,,,,,,,,,1.0,1.0,1.0,1.0,,
afe:5432,,nm:ar,,nm:denarius,98,117,,,,,,,,,,,,,,,,,
afe:5433,,nm:ae,,nm:follis,306,337,,,,,,,,,,,,,,,,,
afe:5434,,nm:ae,,nm:follis,294,311,,,,,,,,,,,,,,,,,
afe:5435,,nm:ae,,nm:ae2,138,161,,,,,,,,,,,,,,,,,
afe:5436,gaz:2050243,nm:ae,,,72,81,,,,,,,,,,,,,,,,,
afe:5437,gaz:2050232,nm:ar,,nm:denarius,141,161,,,,,,,,1,1,Brustb. d. Faustina DIVA FAVSTINA| ,weibliche Figur AETERNITAS,,,,,,
afe:5438,gaz:2050232,nm:ar,nm:lugdunum,nm:antoninianus,257,258,,,,,,,,,,,,,,,,,
afe:5439,gaz:2050235,nm:ae,nm:rome,nm:as,64,68,,,,,,,,,,,,,,,,,
afe:5441,gaz:2050236,nm:ae,,nm:sestertius,235,238,,,,,,,,,,,,,,,,,
afe:5442,gaz:2050242,nm:ar,nm:rome,nm:denarius,141,161,,,,,,,,,,,,,,,,,
afe:5443,gaz:2050242,nm:ar,nm:rome,nm:antoninianus,241,243,,,,,,,,,,,,,,,,,
afe:5444,gaz:2050007,nm:ae,nm:rome,nm:as,-23,-22,,,,,,,,,,,,,,,,,
afe:5445,,nm:ar,,nm:denarius,161,180,,,,,,,,,,,,,,,,,
afe:5446,,nm:ar,nm:rome,nm:denarius,145,147,,,,,,,,,,,,,,,,,
afe:5447,gaz:2050006,nm:ae,nm:lugdunum,nm:as,-15,-10,,,,,,,,,,,,,,,,,
afe:5477,gaz:2052804,nm:ar,nm:cyzicus,nm:antoninianus,293,293,-/-//(Epsilon) on XXI,,,,,,,,,,,,,,,,
afe:5486,gaz:2052777,nm:ae,nm:rome,nm:sestertius,96,97,,,,,,,,,,,,,,,,,
afe:5487,gaz:2052777,,,,,,,,,,,,,,,,,,,,,,
afe:5714,,nm:ar,nm:rome,nm:denarius,103,111,,,2.44,18.0,,1,7.0,,,,,3.0,4.0,3.0,3.0,,
afe:5715,gaz:2050235,nm:ar,nm:colonia_claudia_ara_agrippinensium,nm:antoninianus,257,258,,,,,,1,12.0,,,,,2.0,2.0,3.0,3.0,,
afe:6056,,nm:ae,,,,,,,,,,,,,,,,,,,,,
afe:6410,,nm:ar,nm:rome,nm:denarius,193,193,,,,,,,,,,,,,,,,,
afe:6413,gaz:2048597,nm:ar,,nm:antoninianus,268,270,,,,,,,,,,,,,,,,,
afe:6414,,nm:ae,,nm:follis,330,335,,,,,,,,,,,,,,,,,
afe:6416,,nm:ae,,nm:sestertius,140,180,,,,,,,,,,,,,,,,,
afe:6417,,nm:ar,,nm:denarius,215,217,,,,,,,,,,,,,,,,,
afe:6418,,nm:ae,,nm:follis,293,311,,,,,,,,,,,,,,,,,
afe:6419,,nm:ae,,,308,324,,,,,,,,,,,,,,,,,
afe:6420,,,,,,,,,,,,,,,,,,,,,,,
afe:6447,,nm:ae,nm:treveri,nm:follis,321,321,-/-//PTR,,,,,,,,,,,,,,,,
afe:6448,,nm:ae,nm:rome,nm:as,22,30,,,,,,,,,,,,,,,,,
afe:6449,,nm:ae,nm:rome,nm:as,64,68,,,,,,,,,,,,,,,,,
afe:6450,,nm:ae,nm:rome,nm:sestertius,140,144,,,,,,,,,,,,,,,,,
afe:6451,,nm:ar,nm:lugdunum,nm:antoninianus,289,289,,,,,,,,,,,,,,,,,
afe:6452,,,,,306,361,,,,,,,,,,,,,,,,,
afe:6453,,nm:ae,nm:rome,nm:dupondius,172,173,,,,,,,,,,,,,,,,,
afe:6454,,nm:ae,nm:rome,nm:sestertius,231,235,,,,,,,,,,,,,,,,,
afe:6455,,nm:ae,,nm:as,138,176,,,,,,,,,,,,,,,,,
afe:6456,,nm:ae,,,306,361,,,,,,,,,,,,,,,,,
afe:6457,,nm:ae,,,300,399,,,,,,,,,,,,,,,,,
afe:6458,,,,,,,,,,,,,,,,,,,,,,,
afe:6459,,nm:ae,,,-399,-200,,,,,,,,,,,,,,,,,
afe:6460,,nm:ae,nm:rome,nm:dupondius,159,160,,,,,,,,,,,,,,,,,
afe:6461,,,,,-300,481,,,,,,,,,,,,,,,,,
afe:6462,,nm:ae,nm:rome,nm:sestertius,121,122,,,,,,,,,,,,,,,,,
afe:6463,,nm:av,nm:lugdunum,nm:aureus,260,269,,,4.9,,,,,,,,,,,,,,
afe:6464,,nm:ae,nm:rome,nm:sestertius,240,244,,,,,,,,,,,,,,,,,
afe:6465,,,,,,,,,,,,,,,,,,,,,,,
afe:6466,,nm:ae,nm:siscia,nm:follis,320,320,S/F//CSIS*,,,,,,,,,,,,,,,,
afe:6467,,nm:ar,,nm:tetradrachm,-99,-1,,,,,,,,1,1,"Zeuskopf mit Ammonshörnern n. r.
","Reiter n. l., davor vierspeichiges Rad",,,,,,
afe:6468,,nm:ar,nm:antiocheia_syria,nm:antoninianus,251,253,,,,,,,,,,,,,,,,,
afe:6469,,,,,222,235,,,,,,,,,,,,,,,,,
afe:6470,,nm:ae,,,140,180,,,,,,,,,,,,,,,,,
afe:6471,,nm:av,nm:rome; nm:lugdunum,nm:aureus,260,268,,,,,,,,,,,,,,,,,
afe:6472,,nm:ar,nm:rome,nm:denarius,152,153,,,,,,,,,,,,,,,,,
afe:6473,,nm:ae,,,-84,,,,,,,,,,,,,,,,,,
afe:6474,,nm:ae,nm:rome,nm:sestertius,144,144,,,,,,,,,,,,,,,,,
afe:6475,,nm:ae,,,229,248,,,,,,,,,,,,,,,,,
afe:6476,,nm:ae,nm:siscia,nm:follis,347,347,-/-//€SIS,,,,,,,,,,,,,,,,
afe:6477,,nm:ae,,,172,192,,,,,,,,,,,,,,,,,
afe:6478,,nm:ar,nm:rome,nm:denarius,70,70,,,,,,,,,,,,,,,,,
afe:6479,,nm:av,,nm:aureus,69,79,,,,,,,,,,,,,,,,,
afe:6480,,,,,,,,,,,,,,,,,,,,,,,
afe:6481,,nm:ae,,,69,79,,,,,,,,,,,,,,,,,
afe:6482,,nm:ar,,nm:antoninianus,259,268,,,,,,,,,,,,,,,,,
afe:6483,,,,,238,244,,,,,,,,,,,,,,,,,
afe:6484,,nm:ae,,,69,69,,,,,,,,,,,,,,,,,
afe:6485,,nm:ae,,,63,68,,,,,,,,,,,,,,,,,
afe:6486,,nm:ar,nm:rome,nm:denarius,-88,-88,,,,,,,,,,,,,,,,,
afe:6487,,nm:ae,nm:rome,nm:sestertius,244,244,,,,,,,,,,,,,,,,,
afe:6488,,nm:ae,nm:lugdunum,nm:as,63,68,,,,,,,,,,,,,,,,,
afe:6489,,nm:ar,,nm:antoninianus,270,275,,,,,,,,,,,,,,,,,
afe:6490,,nm:ae,,,72,96,,,,,,,,,,,,,,,,,
afe:6491,,nm:ae,nm:rome,nm:sestertius,68,69,,,,,,,,,,,,,,,,,
afe:6492,,nm:ar,nm:cyzicus,nm:tetradrachm,138,161,,,,,,,,,,,,,,,,,
afe:6493,,nm:ae,,,138,161,,,,,,,,,,,,,,,,,
afe:6494,,nm:ar,nm:rome,nm:denarius,101,102,,,,,,,,,,,,,,,,,
afe:6496,,nm:ar,nm:rome,nm:denarius,86,86,,,,,,,,,,,,,,,,,
afe:6497,,nm:ar,nm:rome,nm:denarius,145,161,,,,,,,,,,,,,,,,,
afe:6498,,nm:ar,,nm:denarius,-50,-44,,,,,,,,,,,,,,,,,
afe:6499,,nm:av,,nm:aureus,270,275,,,,,,,,,,,,,,,,,
afe:6500,,nm:ar,,nm:antoninianus,270,275,,,,,,,,,,,,,,,,,
afe:6501,,nm:av,,,,,,,,,,,,,,,,,,,,,
afe:6502,,nm:ae,,nm:follis,337,346,,,,,,,,,,,,,,,,,
afe:6503,,nm:ae,nm:siscia,,351,354,,,,,,,,,,,,,,,,,
afe:6505,,nm:ae,nm:rome,nm:as,22,30,,,,,,,,,,,,,,,,,
afe:6506,,nm:ae,nm:rome,nm:as,11,12,,,,,,,,,,,,,,,,,
afe:6507,,nm:ar,,nm:denarius,138,161,,,,,,,,,,,,,,,,,
afe:6508,,nm:ar,,nm:antoninianus,253,268,,,,,,,,,,,,,,,,,
afe:6509,,nm:ar,nm:rome,nm:antoninianus,260,268,(Gamma)/-//-,,,,,,,,,,,,,,,,
afe:6510,,nm:ar,nm:rome,nm:antoninianus,260,268,H/-//-,,,,,,,,,,,,,,,,
afe:6511,,nm:ar,nm:siscia,nm:antoninianus,268,268,P/-//-,,,,,,,,,,,,,,,,
afe:6512,,nm:ar,nm:rome,nm:antoninianus,268,270,,,,,,,,,,,,,,,,,
afe:6513,,nm:ar,nm:mediolanum,nm:antoninianus,268,270,,,,,,,,,,,,,,,,,
afe:6514,,nm:ar,nm:alexandreia_egypt,nm:antoninianus,305,306,-/?//ALE,,,,,,,,,,,,,,,,
afe:6515,,nm:ae,nm:arelate,nm:follis,347,348,-/-//PARL,,,,,,,,,,,,,,,,
afe:6516,,nm:ae,nm:nicomedia,nm:follis,347,348,-/-//SMNA,,,,,,,,,,,,,,,,
afe:6517,,nm:ae,nm:heracleia_thracica,nm:follis,347,348,,,,,,,,,,,,,,,,,
afe:6518,,nm:ae,nm:treveri,nm:follis,337,341,,,,,,,,,,,,,,,,,
afe:6519,,nm:ae,nm:treveri,nm:follis,347,348,,,,,,,,,,,,,,,,,
afe:6520,,nm:ae,nm:cyzicus,nm:follis,347,348,-/-//SMKZ,,,,,,,,,,,,,,,,
afe:6521,,nm:ae,nm:alexandreia_egypt,nm:follis,347,348,-/-//SMAL(Gamma),,,,,,,,,,,,,,,,
afe:6522,,nm:ae,,nm:follis,340,348,,,,,,,,,,,,,,,,,
afe:6523,,nm:ae,,,69,79,,,,,,,,,,,,,,,,,
afe:6524,,nm:ae,nm:rome,nm:sestertius,236,238,,,,,,,,,,,,,,,,,
afe:6525,,nm:ar,,nm:antoninianus,276,282,,,,,,,,,,,,,,,,,
afe:6526,gaz:2044764,nm:ar,nm:rome,nm:denarius,161,162,,,,,,,,,,,,,,,,,
afe:6527,gaz:2044319,nm:ar,,nm:denarius,138,141,,,,,,,,,,,,,,,,,
afe:6528,gaz:2044341,nm:ar,,nm:denarius,140,161,,,,,,,,,,,,,,,,,
afe:6529,gaz:2044341,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,
afe:6530,,nm:ar,nm:rome,nm:denarius,134,138,,,,,,,,,,,,,,,,,
afe:6531,gaz:2044884,nm:ae,nm:rome,nm:sestertius,147,161,,,,,,,,,,,,,,,,,
afe:6532,,nm:ae,,,-30,14,,,,,,,,,,,,,,,,,
afe:6533,gaz:2044318,nm:ae,,nm:sestertius,140,180,,,,,,,,,,,,,,,,,
afe:6534,,nm:ae,,nm:dupondius,,,,,,,,,,,,,,,,,,,
afe:6535,,nm:ae,,,,,,,,,,,,,,,,,,,,,
afe:6536,,nm:ae,nm:cyzicus,nm:follis,311,311,-/-//MKV,,,,,,,,,,,,,,,,
afe:6537,,nm:ae,nm:rome,nm:sestertius,164,169,,,,,,,,,,,,,,,,,
afe:6538,,nm:ar,nm:rome,nm:denarius,141,161,,,,,,,,,,,,,,,,,
